date,asset,value,quality,size,future_return
2023-03-09,ALFA,0.148886,0.493994,18.943046,-0.00021252
2023-03-10,ALFA,0.176882,0.487162,19.405912,-0.00163855
2023-03-13,ALFA,0.434816,0.576142,19.291867,0.00104597
2023-03-14,ALFA,0.047248,0.537244,19.483447,0.00282259
2023-03-15,ALFA,0.180906,0.685789,18.178379,0.00901112
2023-03-16,ALFA,0.148451,0.519813,17.882721,0.01121381
2023-03-17,ALFA,0.458845,0.468788,19.031464,-0.00305596
2023-03-20,ALFA,0.433842,0.544739,17.844948,0.0031948
2023-03-21,ALFA,0.406791,0.630129,19.157074,0.00540081
2023-03-22,ALFA,0.521605,0.526466,18.151017,-0.00611312
2023-03-23,ALFA,0.207869,0.629292,18.643842,0.00342446
2023-03-24,ALFA,0.409677,0.476074,18.283744,0.00279516
2023-03-27,ALFA,0.117863,0.660221,19.488034,0.00268387
2023-03-28,ALFA,0.331684,0.596088,17.577271,-0.00540118
2023-03-29,ALFA,0.262207,0.460934,18.328953,0.00024464
2023-03-30,ALFA,0.117979,0.641295,19.130617,-0.00482188
2023-03-31,ALFA,0.358175,0.641875,19.504337,0.0042635
2023-04-03,ALFA,0.248169,0.491852,17.373025,-0.004238
2023-04-04,ALFA,0.202854,0.556193,19.302579,0.00057321
2023-04-05,ALFA,0.209691,0.678622,18.406981,-0.00301866
2023-04-06,ALFA,0.447444,0.366029,19.351867,-0.00441872
2023-04-07,ALFA,0.105056,0.698068,19.424058,0.00159734
2023-04-10,ALFA,0.376298,0.394553,17.69726,-0.00351746
2023-04-11,ALFA,0.329558,0.498977,19.039985,0.01451054
2023-04-12,ALFA,0.3615,0.533244,17.415548,0.00950147
2023-04-13,ALFA,0.27362,0.464781,17.220858,0.00646601
2023-04-14,ALFA,-0.016381,0.458703,19.381276,0.00491419
2023-04-17,ALFA,0.39559,0.608395,19.107824,-0.00218836
2023-04-18,ALFA,0.066232,0.458211,19.204681,-0.00051409
2023-04-19,ALFA,0.161106,0.48243,18.320083,-0.00460898
2023-04-20,ALFA,0.181046,0.532855,18.690676,0.00278641
2023-04-21,ALFA,0.224126,0.579749,19.420767,0.00366109
2023-04-24,ALFA,0.290888,0.641818,18.955337,0.00729244
2023-04-25,ALFA,0.417873,0.506983,19.187122,0.00329125
2023-04-26,ALFA,0.187677,0.572067,18.775802,-0.00653834
2023-04-27,ALFA,0.216523,0.671973,19.329264,0.01094071
2023-04-28,ALFA,0.275346,0.427938,18.715207,-0.00483581
2023-05-01,ALFA,0.072666,0.604989,19.386465,0.00376805
2023-05-02,ALFA,0.148124,0.727343,19.138908,-0.00685559
2023-05-03,ALFA,0.190241,0.556136,19.245192,-0.00575774
2023-05-04,ALFA,0.24585,0.420441,18.97369,-0.0038696
2023-05-05,ALFA,0.17881,0.498528,18.981069,0.00774554
2023-05-08,ALFA,0.220615,0.540196,19.55714,0.00291259
2023-05-09,ALFA,0.253325,0.686525,19.070115,-0.00042621
2023-05-10,ALFA,0.03084,0.595526,19.36832,-0.00258795
2023-05-11,ALFA,0.593186,0.370315,19.164445,0.01017633
2023-05-12,ALFA,0.471466,0.585413,18.338753,-0.00801467
2023-05-15,ALFA,0.466264,0.404415,19.004671,0.00808768
2023-05-16,ALFA,0.404661,0.401339,18.370651,-0.00329956
2023-05-17,ALFA,0.271829,0.457155,19.517045,-0.00373903
2023-05-18,ALFA,0.339034,0.47739,18.87272,0.00269744
2023-05-19,ALFA,0.251975,0.692114,18.718392,-0.0138866
2023-05-22,ALFA,0.308933,0.62001,19.520579,0.00992792
2023-05-23,ALFA,0.042467,0.60863,18.449765,-0.00395237
2023-05-24,ALFA,0.38482,0.34994,18.649852,0.00234909
2023-05-25,ALFA,0.377536,0.399138,19.542669,0.00263297
2023-05-26,ALFA,0.327548,0.513105,18.824542,-0.00378522
2023-05-29,ALFA,0.296523,0.519272,19.358643,-0.00029606
2023-05-30,ALFA,0.24574,0.576087,18.285211,0.00264393
2023-05-31,ALFA,0.353776,0.455372,17.343134,-0.01768287
2023-06-01,ALFA,0.271299,0.660265,19.269646,-0.00645163
2023-06-02,ALFA,0.291422,0.614193,18.932654,-0.00595005
2023-06-05,ALFA,0.212764,0.643182,19.152928,-0.00733036
2023-06-06,ALFA,0.307611,0.711182,19.389285,0.00497489
2023-06-07,ALFA,0.2298,0.412222,19.346439,-0.01696853
2023-06-08,ALFA,0.419024,0.422432,19.494587,0.00324876
2023-06-09,ALFA,0.168881,0.602367,18.535656,-0.00459263
2023-06-12,ALFA,0.376862,0.580247,18.932624,-0.00238492
2023-06-13,ALFA,0.259388,0.540993,18.377322,0.00048961
2023-06-14,ALFA,0.203722,0.443166,19.309604,-0.00218645
2023-06-15,ALFA,0.241031,0.492411,18.695362,0.00928801
2023-06-16,ALFA,0.319644,0.363189,19.183455,-0.00163311
2023-06-19,ALFA,0.108066,0.659586,18.965274,0.00856146
2023-06-20,ALFA,0.277793,0.513758,18.644796,-0.0029498
2023-06-21,ALFA,0.328266,0.581415,18.768124,0.01338074
2023-06-22,ALFA,0.140218,0.587227,18.416134,0.00377814
2023-06-23,ALFA,0.284194,0.536849,19.433451,-0.00098777
2023-06-26,ALFA,0.414675,0.374336,19.342974,-0.00085087
2023-06-27,ALFA,0.469637,0.471785,19.337668,-0.0034287
2023-06-28,ALFA,0.273071,0.550322,18.683209,-0.00877757
2023-06-29,ALFA,0.22858,0.529833,18.989745,0.00410008
2023-06-30,ALFA,0.404165,0.441474,19.500252,0.00320421
2023-07-03,ALFA,0.309131,0.419068,19.293916,-0.00740718
2023-07-04,ALFA,0.36191,0.478096,18.515717,-0.00221434
2023-07-05,ALFA,0.324569,0.627062,17.715546,0.00975506
2023-07-06,ALFA,0.15533,0.648669,18.642672,-0.00438561
2023-07-07,ALFA,0.526338,0.619555,18.974677,0.01086572
2023-07-10,ALFA,0.229488,0.584817,18.552815,0.00921654
2023-07-11,ALFA,0.247761,0.567662,19.439123,0.00534607
2023-07-12,ALFA,0.234004,0.498626,19.025029,0.00280606
2023-07-13,ALFA,0.540208,0.458832,18.729245,-0.0031544
2023-07-14,ALFA,0.286375,0.443196,18.742909,-0.00144453
2023-07-17,ALFA,0.290548,0.374731,18.846839,0.00588518
2023-07-18,ALFA,0.262738,0.616911,19.168542,-0.00379291
2023-07-19,ALFA,0.252224,0.708873,19.530732,0.0096684
2023-07-20,ALFA,0.340081,0.563471,18.121472,-0.00788804
2023-07-21,ALFA,0.411519,0.42268,19.299703,-0.00356556
2023-07-24,ALFA,0.528845,0.505158,17.874174,0.00504829
2023-07-25,ALFA,0.48295,0.485387,19.352179,0.00125245
2023-07-26,ALFA,0.490109,0.493328,19.029374,-0.00961587
2023-07-27,ALFA,0.23598,0.36595,19.132792,0.0005381
2023-07-28,ALFA,0.285753,0.660079,18.059751,-0.00083801
2023-07-31,ALFA,0.266958,0.456473,19.184792,0.00569359
2023-08-01,ALFA,0.363046,0.327223,18.552187,0.0036795
2023-08-02,ALFA,0.122378,0.522171,17.709938,0.00316665
2023-08-03,ALFA,0.335556,0.579309,17.772473,0.00209759
2023-08-04,ALFA,0.370785,0.548336,19.371271,-0.00371856
2023-08-07,ALFA,0.638938,0.445784,19.403937,-0.00061514
2023-08-08,ALFA,0.235347,0.658392,18.445335,-0.00505204
2023-08-09,ALFA,0.25571,0.463739,19.43857,0.00105215
2023-08-10,ALFA,0.128812,0.678205,18.405084,0.00692608
2023-08-11,ALFA,0.258356,0.458804,19.018241,0.0006995
2023-08-14,ALFA,0.073848,0.432612,19.164752,0.00366388
2023-08-15,ALFA,0.473516,0.596962,19.26482,0.01216688
2023-08-16,ALFA,0.525788,0.537351,17.221692,-0.01094593
2023-08-17,ALFA,0.401996,0.459803,19.544997,-0.00673601
2023-08-18,ALFA,0.345733,0.472481,18.696976,-0.0021744
2023-08-21,ALFA,0.313071,0.264948,18.811919,0.00144833
2023-08-22,ALFA,0.307674,0.489696,18.372898,-0.00190133
2023-08-23,ALFA,0.292955,0.561579,18.301235,-0.00013654
2023-08-24,ALFA,0.228542,0.484752,18.742647,-0.00132578
2023-08-25,ALFA,0.521825,0.425483,19.232813,-0.00111831
2023-08-28,ALFA,0.159307,0.508045,17.319829,-0.00406208
2023-08-29,ALFA,0.282616,0.466621,19.125301,-0.00017052
2023-08-30,ALFA,0.493668,0.434152,18.883101,-0.00961193
2023-08-31,ALFA,0.308409,0.485749,19.211045,0.00301835
2023-09-01,ALFA,0.438364,0.648659,19.363808,0.002516
2023-09-04,ALFA,0.24108,0.492498,19.348097,-0.00216244
2023-09-05,ALFA,0.411558,0.446672,19.215488,-0.00309862
2023-09-06,ALFA,0.451359,0.620201,18.993038,0.01080236
2023-09-07,ALFA,0.519287,0.511117,18.759835,0.0061041
2023-09-08,ALFA,0.283997,0.575676,18.229426,-0.01242288
2023-09-11,ALFA,0.336324,0.508838,18.249936,-0.00580817
2023-09-12,ALFA,0.341203,0.549322,18.503655,0.00056215
2023-09-13,ALFA,0.363653,0.530059,18.777853,0.00047769
2023-09-14,ALFA,0.513017,0.635494,19.125533,0.00241946
2023-09-15,ALFA,0.282036,0.657775,17.31784,-0.00676273
2023-09-18,ALFA,0.500006,0.485306,19.31103,0.0061471
2023-09-19,ALFA,0.397907,0.563899,18.631158,-0.0023421
2023-09-20,ALFA,0.436878,0.567831,19.01662,0.00899593
2023-09-21,ALFA,0.566136,0.497991,18.86042,0.00620872
2023-09-22,ALFA,0.379604,0.435373,18.191844,-0.00867586
2023-09-25,ALFA,0.361066,0.56908,19.370648,0.00519654
2023-09-26,ALFA,0.326655,0.632137,18.310286,-0.00477441
2023-09-27,ALFA,0.308614,0.459987,19.066656,-0.00743411
2023-09-28,ALFA,0.277155,0.575064,19.463893,0.00890213
2023-09-29,ALFA,0.382771,0.482201,19.509871,0.00539122
2023-10-02,ALFA,0.486859,0.426473,18.764034,-0.0037467
2023-10-03,ALFA,0.236928,0.568191,19.488073,-0.00240547
2023-10-04,ALFA,0.322905,0.546105,17.963113,-0.00414808
2023-10-05,ALFA,0.478783,0.497905,18.721065,0.00998432
2023-10-06,ALFA,0.409435,0.492866,19.023287,0.0035054
2023-10-09,ALFA,0.288882,0.533614,19.478485,-0.00199527
2023-10-10,ALFA,0.390575,0.381651,18.455868,-0.00663977
2023-10-11,ALFA,0.582162,0.196654,18.275315,0.00257577
2023-10-12,ALFA,0.20403,0.649779,19.397722,-0.00586462
2023-10-13,ALFA,0.551501,0.507067,17.780012,-0.00713676
2023-10-16,ALFA,0.418551,0.618263,17.464936,0.00024832
2023-10-17,ALFA,0.249868,0.712093,17.403468,-0.00539015
2023-10-18,ALFA,0.414633,0.463484,19.150265,0.01014354
2023-10-19,ALFA,0.558367,0.576875,19.506684,-0.00649393
2023-10-20,ALFA,0.354924,0.480946,19.259841,-0.00628377
2023-10-23,ALFA,0.194814,0.385919,19.238603,0.00205048
2023-10-24,ALFA,0.221017,0.586485,19.360231,0.00246242
2023-10-25,ALFA,0.500351,0.467708,19.472395,-0.00568266
2023-10-26,ALFA,0.595949,0.365608,19.197287,0.00287283
2023-10-27,ALFA,0.383456,0.679345,19.306918,-0.00334076
2023-10-30,ALFA,0.4422,0.344933,17.934516,0.00394506
2023-10-31,ALFA,0.389082,0.660789,19.136371,-0.00574872
2023-11-01,ALFA,0.713444,0.32474,19.346573,0.00357185
2023-11-02,ALFA,0.386781,0.4907,19.425764,0.00137058
2023-11-03,ALFA,0.360393,0.458378,17.914199,-0.00521961
2023-11-06,ALFA,0.386312,0.533177,18.046044,0.01382481
2023-11-07,ALFA,0.335124,0.558989,19.171984,0.00389353
2023-11-08,ALFA,0.245489,0.663934,18.424089,0.00175562
2023-11-09,ALFA,0.37257,0.511076,19.136004,-0.00017594
2023-11-10,ALFA,0.264276,0.433436,18.936078,0.00537911
2023-11-13,ALFA,0.371796,0.520845,18.432464,-0.0063425
2023-11-14,ALFA,0.430268,0.306428,19.083468,0.00243421
2023-11-15,ALFA,0.413742,0.485713,17.266139,0.00059455
2023-11-16,ALFA,0.071043,0.637666,19.488568,0.01469931
2023-11-17,ALFA,0.301026,0.402691,18.218664,0.00938495
2023-11-20,ALFA,0.620758,0.377491,19.067936,-7.937e-05
2023-11-21,ALFA,0.505686,0.434244,17.201652,0.00137647
2023-11-22,ALFA,0.19331,0.429249,19.476732,-0.00236324
2023-11-23,ALFA,0.588492,0.339671,19.378893,-0.00275494
2023-11-24,ALFA,0.486977,0.237978,19.335798,4.031e-05
2023-11-27,ALFA,0.484464,0.426346,17.156185,-0.0041123
2023-11-28,ALFA,0.292886,0.668388,19.38202,0.00077322
2023-11-29,ALFA,0.523706,0.354676,19.014868,0.00120643
2023-11-30,ALFA,0.27563,0.561753,19.273336,0.00260627
2023-12-01,ALFA,0.325517,0.461069,19.273607,-0.00962267
2023-12-04,ALFA,0.565397,0.443473,18.940115,0.0004527
2023-12-05,ALFA,0.300217,0.632398,18.283925,-8.957e-05
2023-12-06,ALFA,0.300958,0.529633,19.210464,-0.00750253
2023-12-07,ALFA,0.462988,0.356906,17.930869,0.00376735
2023-12-08,ALFA,0.379762,0.431088,19.397939,0.0030948
2023-12-11,ALFA,0.17677,0.553632,18.519109,-0.00260251
2023-12-12,ALFA,0.394146,0.477682,19.340836,0.00426792
2023-12-13,ALFA,0.478489,0.485617,18.985896,-0.00761929
2023-12-14,ALFA,0.490665,0.617847,19.067311,-0.00088488
2023-12-15,ALFA,0.365988,0.5743,19.302175,0.00260497
2023-12-18,ALFA,0.315588,0.546882,18.927777,-0.00669987
2023-12-19,ALFA,0.497606,0.499985,18.700673,-0.00382147
2023-12-20,ALFA,0.459043,0.380084,19.190975,0.00910919
2023-12-21,ALFA,0.352991,0.429808,18.368373,0.00395039
2023-12-22,ALFA,0.465884,0.523258,18.519584,0.00861551
2023-12-25,ALFA,0.292016,0.534899,19.128647,-0.01031169
2023-12-26,ALFA,0.365267,0.525933,18.857361,0.00235523
2023-12-27,ALFA,0.078151,0.516789,18.980127,0.01352686
2023-12-28,ALFA,0.387478,0.448089,17.545479,-0.00716273
2023-12-29,ALFA,0.535789,0.324228,18.917496,-0.00907067
2024-01-01,ALFA,0.530081,0.498277,18.731313,0.00696869
2024-01-02,ALFA,0.159046,0.528297,17.530027,0.00598531
2024-01-03,ALFA,0.531275,0.601834,17.870481,-0.0055613
2024-01-04,ALFA,0.518803,0.530282,19.125191,0.00760695
2024-01-05,ALFA,0.628437,0.486221,17.500712,-0.00316453
2024-01-08,ALFA,0.529321,0.489859,17.774801,0.01185673
2024-01-09,ALFA,0.537101,0.53594,18.879299,0.00257058
2024-01-10,ALFA,0.326569,0.673016,18.771529,0.00609558
2024-01-11,ALFA,0.525861,0.508055,18.592111,-0.00309937
2024-01-12,ALFA,0.218431,0.620471,18.572733,0.00363945
2024-01-15,ALFA,0.465804,0.47945,18.82332,0.00344202
2024-01-16,ALFA,0.346358,0.54729,19.505291,0.00887639
2024-01-17,ALFA,0.566018,0.308455,18.624895,0.00495365
2024-01-18,ALFA,0.5433,0.44645,19.288391,0.00926
2024-01-19,ALFA,0.499318,0.589651,17.934349,-0.00281977
2024-01-22,ALFA,0.355322,0.614691,19.140625,0.01194394
2024-01-23,ALFA,0.433326,0.610473,17.202737,0.00089018
2024-01-24,ALFA,0.399408,0.591897,18.42643,0.00420223
2024-01-25,ALFA,0.448206,0.686142,18.606023,0.00193669
2024-01-26,ALFA,0.512091,0.47822,19.535198,-0.00123805
2024-01-29,ALFA,0.567333,0.660737,19.363223,-0.00382969
2024-01-30,ALFA,0.534817,0.532666,17.547793,-0.00829782
2024-01-31,ALFA,0.243068,0.49121,18.551633,0.0017312
2024-02-01,ALFA,0.443646,0.459297,17.173931,-0.0041874
2024-02-02,ALFA,0.421683,0.479097,18.635392,0.00563411
2024-02-05,ALFA,0.400172,0.508993,18.46942,-0.00092109
2024-02-06,ALFA,0.350016,0.403061,17.848788,0.0027046
2024-02-07,ALFA,0.54459,0.60009,18.924812,0.01139305
2024-02-08,ALFA,0.396929,0.581341,19.15562,-0.00998436
2024-02-09,ALFA,0.338743,0.41734,18.390994,-0.0051063
2024-02-12,ALFA,0.520087,0.437337,18.646945,0.01504489
2024-02-13,ALFA,0.558914,0.377931,18.036965,0.00225863
2024-02-14,ALFA,0.452481,0.606757,18.951964,0.00874999
2024-02-15,ALFA,0.480396,0.608752,19.475725,0.00870905
2024-02-16,ALFA,0.572269,0.496112,18.897644,0.00243533
2024-02-19,ALFA,0.361001,0.48058,17.852759,-0.00248292
2024-02-20,ALFA,0.49497,0.59274,17.774514,-0.00064924
2024-02-21,ALFA,0.632198,0.438198,17.816499,-0.00094114
2024-02-22,ALFA,0.422619,0.282278,18.887136,0.00628285
2024-02-23,ALFA,0.468496,0.550077,19.556913,-0.00513263
2024-02-26,ALFA,0.40019,0.470085,17.310605,0.00161276
2024-02-27,ALFA,0.478942,0.266374,19.480619,-0.00254284
2024-02-28,ALFA,0.577369,0.532449,17.597373,-0.00148656
2024-02-29,ALFA,0.481742,0.454601,19.155509,0.00106715
2024-03-01,ALFA,0.552362,0.540242,17.356187,-0.00010199
2024-03-04,ALFA,0.498816,0.487469,18.903187,0.00318829
2024-03-05,ALFA,0.568167,0.45802,18.187892,0.00019429
2024-03-06,ALFA,0.514563,0.562652,18.787412,0.00769368
2024-03-07,ALFA,0.392231,0.462193,17.448767,-0.00532893
2024-03-08,ALFA,0.456801,0.552139,19.347233,0.00503423
2024-03-11,ALFA,0.334169,0.66035,19.617176,-0.00371859
2024-03-12,ALFA,0.392029,0.558977,19.003766,0.00927705
2024-03-13,ALFA,0.519533,0.523532,19.303421,0.00864193
2024-03-14,ALFA,0.447974,0.543748,17.321457,0.00534528
2024-03-15,ALFA,0.343148,0.583729,17.755949,-0.00435795
2024-03-18,ALFA,0.407271,0.374018,18.573566,-0.00426358
2024-03-19,ALFA,0.581098,0.418343,19.252321,0.00281669
2024-03-20,ALFA,0.574624,0.462844,17.700192,0.00882746
2024-03-21,ALFA,0.482808,0.442155,17.789883,0.00629055
2024-03-22,ALFA,0.646076,0.575521,19.199775,0.00420473
2024-03-25,ALFA,0.554826,0.579787,19.321666,0.00299209
2024-03-26,ALFA,0.480206,0.566431,19.222714,-0.00542025
2024-03-27,ALFA,0.248513,0.495884,19.598636,-0.00995322
2024-03-28,ALFA,0.46799,0.710298,19.159986,0.00379865
2024-03-29,ALFA,0.628372,0.495118,17.90901,-0.00065267
2024-04-01,ALFA,0.646287,0.363673,19.393613,-0.0060463
2024-04-02,ALFA,0.435668,0.40613,19.294407,0.00335261
2024-04-03,ALFA,0.361811,0.511113,18.734713,3.83e-06
2024-04-04,ALFA,0.580202,0.508575,19.196701,0.01274528
2024-04-05,ALFA,0.447768,0.441924,18.914085,0.00809697
2024-04-08,ALFA,0.371021,0.422409,19.585249,-0.00171809
2024-04-09,ALFA,0.535462,0.497541,19.358838,0.00279471
2024-04-10,ALFA,0.635244,0.520919,19.564951,0.00352742
2024-04-11,ALFA,0.528454,0.545459,19.469862,-0.00198831
2024-04-12,ALFA,0.61977,0.48124,18.931408,-0.00557587
2024-04-15,ALFA,0.429424,0.336299,17.684198,-0.00889738
2024-04-16,ALFA,0.705964,0.507873,18.922291,-0.00114783
2024-04-17,ALFA,0.69199,0.350497,19.618231,0.00083379
2024-04-18,ALFA,0.333379,0.439542,18.94217,0.00763106
2024-04-19,ALFA,0.446796,0.330613,19.487579,-0.00450384
2024-04-22,ALFA,0.473213,0.610986,18.49794,-0.00753408
2024-04-23,ALFA,0.594674,0.426541,19.415057,-0.00449271
2024-04-24,ALFA,0.5131,0.61613,19.397143,-0.00307816
2024-04-25,ALFA,0.206674,0.713534,19.53346,0.00044863
2024-04-26,ALFA,0.469785,0.497502,17.455761,-0.00238499
2024-04-29,ALFA,0.460792,0.462879,19.572081,-0.00514896
2024-04-30,ALFA,0.557314,0.531436,19.33218,0.0017732
2024-05-01,ALFA,0.567068,0.644602,19.345328,0.00159552
2024-05-02,ALFA,0.459082,0.608044,19.57824,-0.00411638
2024-05-03,ALFA,0.50822,0.644609,19.308289,-0.00757937
2024-05-06,ALFA,0.499461,0.427127,18.334067,0.00288604
2024-05-07,ALFA,0.382865,0.365121,19.550598,-0.00506985
2024-05-08,ALFA,0.6779,0.380685,19.131539,-0.00557903
2024-05-09,ALFA,0.568971,0.379252,18.560872,-0.00650348
2024-05-10,ALFA,0.33956,0.620549,18.673186,0.0087766
2024-05-13,ALFA,0.482357,0.472001,18.954847,0.00174129
2024-05-14,ALFA,0.256438,0.413467,19.32334,-0.00112
2024-05-15,ALFA,0.328104,0.565204,17.660323,-0.01539812
2024-05-16,ALFA,0.342545,0.356046,19.452854,0.01221464
2024-05-17,ALFA,0.677374,0.346213,19.626398,0.00030267
2024-05-20,ALFA,0.895987,0.484482,19.572919,0.01023348
2024-05-21,ALFA,0.545306,0.29997,19.432787,-0.00301962
2024-05-22,ALFA,0.384436,0.586388,19.152072,0.0076135
2024-05-23,ALFA,0.392823,0.548139,19.288567,0.00112969
2024-05-24,ALFA,0.702998,0.252044,19.262703,-0.00079649
2024-05-27,ALFA,0.591368,0.485705,18.195292,0.00249554
2024-05-28,ALFA,0.578663,0.386957,19.287359,0.00105268
2024-05-29,ALFA,0.55156,0.372651,19.061692,0.00447905
2024-05-30,ALFA,0.486515,0.435217,17.275466,-0.00076972
2024-05-31,ALFA,0.613751,0.376027,19.52116,-0.00997023
2024-06-03,ALFA,0.725799,0.369701,18.434325,-0.00963946
2024-06-04,ALFA,0.568941,0.34822,18.744702,0.00638387
2024-06-05,ALFA,0.559989,0.268111,18.770205,0.00512925
2024-06-06,ALFA,0.463923,0.418554,19.088286,-0.00036581
2024-06-07,ALFA,0.371558,0.486827,19.100089,-0.00535407
2024-06-10,ALFA,0.578995,0.452248,19.545676,0.00293278
2024-06-11,ALFA,0.391825,0.617835,18.23976,-0.00489446
2024-06-12,ALFA,0.526907,0.573482,18.731679,0.00503613
2024-06-13,ALFA,0.345178,0.465314,19.195998,-0.00573491
2024-06-14,ALFA,0.518421,0.443266,19.277207,0.01178906
2024-06-17,ALFA,0.503079,0.495457,19.136247,-0.00992275
2024-06-18,ALFA,0.566898,0.557024,18.815031,-0.00431809
2024-06-19,ALFA,0.544996,0.41113,18.885079,0.00538268
2024-06-20,ALFA,0.702112,0.277428,18.647615,-0.00392513
2024-06-21,ALFA,0.686802,0.509737,18.972462,-0.0019341
2024-06-24,ALFA,0.761315,0.259405,19.182857,-0.01131833
2024-06-25,ALFA,0.658457,0.41605,19.544794,-0.00158836
2024-06-26,ALFA,0.514419,0.441733,18.709393,0.00432345
2024-06-27,ALFA,0.615637,0.517564,19.466304,0.00117323
2024-06-28,ALFA,0.790356,0.360131,19.604802,-0.00357695
2024-07-01,ALFA,0.582386,0.313348,19.416437,0.00456427
2024-07-02,ALFA,0.465756,0.488736,18.41691,-0.00701564
2024-07-03,ALFA,0.539463,0.615965,18.753241,-0.00551966
2024-07-04,ALFA,0.683643,0.312873,18.369752,0.00127933
2024-07-05,ALFA,0.464205,0.501124,17.764609,-0.00748078
2024-07-08,ALFA,0.578006,0.38223,19.438243,-0.00147304
2024-07-09,ALFA,0.625476,0.332428,19.521115,0.00160006
2024-07-10,ALFA,0.527391,0.665908,17.607004,-0.00605538
2024-07-11,ALFA,0.496015,0.563623,18.950003,0.00322198
2024-07-12,ALFA,0.659518,0.499637,19.201693,-0.01574406
2024-07-15,ALFA,0.82173,0.331527,19.174264,-0.00163701
2024-07-16,ALFA,0.503233,0.326331,19.402744,-0.00089442
2024-07-17,ALFA,0.680522,0.358084,18.536233,-0.00488619
2024-07-18,ALFA,0.4408,0.410756,18.45542,0.01189895
2024-07-19,ALFA,0.521511,0.600564,17.966602,-0.00673075
2024-07-22,ALFA,0.688326,0.336486,18.77448,0.00315957
2024-07-23,ALFA,0.630955,0.389862,19.32229,-0.00279252
2024-07-24,ALFA,0.545753,0.600625,19.411149,0.00276
2024-07-25,ALFA,0.669868,0.611845,17.685058,-0.00982872
2024-07-26,ALFA,0.490579,0.498803,18.63159,-0.00690231
2024-07-29,ALFA,0.530804,0.309263,19.378635,-0.00148742
2024-07-30,ALFA,0.602074,0.266801,18.136485,0.00804275
2024-07-31,ALFA,0.498958,0.472575,19.222639,-0.00395904
2024-08-01,ALFA,0.440585,0.51973,19.406585,0.00047782
2024-08-02,ALFA,0.749221,0.444494,18.625052,0.00965257
2024-08-05,ALFA,0.557965,0.471346,17.686972,0.00741503
2024-08-06,ALFA,0.476223,0.303159,17.925418,0.00929695
