date,asset,open,high,low,close,adjusted_close,volume,sector,historical_member
2023-04-28,ALFA,79.346941,80.276356,78.800282,79.142778,79.142778,1696289,technology,True
2023-05-01,ALFA,78.56706,79.589097,77.770389,78.760058,78.760058,3335252,technology,True
2023-05-02,ALFA,78.993728,79.29651,78.45321,79.05683,79.05683,2594076,technology,True
2023-05-03,ALFA,78.556494,79.075078,78.01274,78.514848,78.514848,2904886,technology,True
2023-05-04,ALFA,78.206878,79.006065,77.225358,78.06278,78.06278,2227023,technology,True
2023-05-05,ALFA,77.719102,77.827561,77.606735,77.760709,77.760709,2252232,technology,True
2023-05-08,ALFA,78.108081,78.570635,77.245239,78.363007,78.363007,3976004,technology,True
2023-05-09,ALFA,78.927308,79.26365,77.815147,78.591247,78.591247,2435968,technology,True
2023-05-10,ALFA,78.608358,79.548951,78.11183,78.557751,78.557751,3283716,technology,True
2023-05-11,ALFA,78.149069,78.701069,77.73696,78.354447,78.354447,2685029,technology,True
2023-05-12,ALFA,78.874796,80.09865,78.663307,79.151807,79.151807,1164015,technology,True
2023-05-15,ALFA,78.273393,78.787639,77.811467,78.517432,78.517432,2283797,technology,True
2023-05-16,ALFA,79.083564,79.924025,78.882674,79.152456,79.152456,1201733,technology,True
2023-05-17,ALFA,79.063358,79.797947,78.267483,78.891288,78.891288,3794163,technology,True
2023-05-18,ALFA,78.409288,78.771555,77.638313,78.596311,78.596311,1999475,technology,True
2023-05-19,ALFA,78.918024,79.361766,78.454119,78.80832,78.80832,1708923,technology,True
2023-05-22,ALFA,77.468731,78.495787,76.732746,77.71394,77.71394,3865280,technology,True
2023-05-23,ALFA,78.549103,78.896017,78.199677,78.485478,78.485478,1311722,technology,True
2023-05-24,ALFA,78.374279,78.693593,78.011989,78.175275,78.175275,1608639,technology,True
2023-05-25,ALFA,78.328431,78.957535,77.648053,78.358915,78.358915,3919086,technology,True
2023-05-26,ALFA,78.759399,79.449738,77.752415,78.565232,78.565232,1906181,technology,True
2023-05-29,ALFA,78.280186,78.384877,77.41268,78.267845,78.267845,3264137,technology,True
2023-05-30,ALFA,78.016897,78.429869,77.323533,78.244673,78.244673,1116122,technology,True
2023-05-31,ALFA,78.597241,79.313354,77.555365,78.451547,78.451547,433936,technology,True
2023-06-01,ALFA,77.13068,77.972988,76.348037,77.064298,77.064298,3032827,technology,True
2023-06-02,ALFA,77.021275,77.924753,75.754455,76.567108,76.567108,2179239,technology,True
2023-06-05,ALFA,76.223151,76.400632,76.035876,76.111529,76.111529,2732502,technology,True
2023-06-06,ALFA,75.756824,75.831502,75.502411,75.553605,75.553605,3486617,technology,True
2023-06-07,ALFA,75.852512,76.183148,75.568345,75.929475,75.929475,3323850,technology,True
2023-06-08,ALFA,74.591788,75.061863,74.313156,74.641064,74.641064,3921154,technology,True
2023-06-09,ALFA,74.758701,75.693447,74.181937,74.883554,74.883554,1498120,technology,True
2023-06-12,ALFA,74.511362,75.056067,74.309422,74.539642,74.539642,2238446,technology,True
2023-06-13,ALFA,74.365385,74.729883,74.106409,74.36187,74.36187,1287713,technology,True
2023-06-14,ALFA,74.395757,74.991872,73.801652,74.398279,74.398279,3269577,technology,True
2023-06-15,ALFA,74.325922,74.437883,73.560564,74.23561,74.23561,1772883,technology,True
2023-06-16,ALFA,75.094614,75.570897,74.865234,74.925111,74.925111,2861812,technology,True
2023-06-19,ALFA,74.778928,75.148705,74.050519,74.802751,74.802751,2304604,technology,True
2023-06-20,ALFA,75.612423,75.821892,75.051953,75.443171,75.443171,1658487,technology,True
2023-06-21,ALFA,75.057504,76.048559,74.368957,75.220629,75.220629,1881723,technology,True
2023-06-22,ALFA,76.384931,76.579514,75.802242,76.227137,76.227137,1305917,technology,True
2023-06-23,ALFA,76.303414,76.898784,75.724173,76.515134,76.515134,3598265,technology,True
2023-06-26,ALFA,76.543264,76.95764,76.324168,76.439554,76.439554,3290249,technology,True
2023-06-27,ALFA,76.380758,77.271789,76.295219,76.374514,76.374514,3275623,technology,True
2023-06-28,ALFA,76.081541,76.808261,75.258923,76.112649,76.112649,1708275,technology,True
2023-06-29,ALFA,75.708524,76.159227,74.817283,75.444565,75.444565,2341605,technology,True
2023-06-30,ALFA,75.590926,76.37865,74.875492,75.753893,75.753893,3885500,technology,True
2023-07-03,ALFA,75.990388,76.309325,75.308297,75.996625,75.996625,3150988,technology,True
2023-07-04,ALFA,75.40025,75.816268,75.239563,75.433704,75.433704,1457834,technology,True
2023-07-05,ALFA,75.275234,75.701005,75.057326,75.266668,75.266668,656389,technology,True
2023-07-06,ALFA,76.132519,76.287068,75.392727,76.000899,76.000899,1642823,technology,True
2023-07-07,ALFA,75.503816,76.148009,75.082505,75.667588,75.667588,2299786,technology,True
2023-07-10,ALFA,76.464502,76.929726,75.734289,76.489771,76.489771,1492045,technology,True
2023-07-11,ALFA,77.582306,77.883084,76.760008,77.194742,77.194742,3586874,technology,True
2023-07-12,ALFA,77.565088,78.384834,76.955296,77.607431,77.607431,2358097,technology,True
2023-07-13,ALFA,78.047685,78.235222,76.908127,77.825202,77.825202,1749393,technology,True
2023-07-14,ALFA,77.530651,78.488682,76.965533,77.57971,77.57971,1779073,technology,True
2023-07-17,ALFA,77.477019,77.942729,76.809306,77.467643,77.467643,1976777,technology,True
2023-07-18,ALFA,77.786574,78.133819,77.370297,77.923554,77.923554,2710960,technology,True
2023-07-19,ALFA,77.570161,78.270209,77.47544,77.627997,77.627997,3909047,technology,True
2023-07-20,ALFA,78.101136,78.803198,77.433176,78.378536,78.378536,945928,technology,True
2023-07-21,ALFA,77.685316,78.646448,77.513209,77.760283,77.760283,3097396,technology,True
2023-07-24,ALFA,77.346881,77.939468,77.170332,77.483023,77.483023,747220,technology,True
2023-07-25,ALFA,77.873584,78.206829,77.568382,77.87418,77.87418,3259499,technology,True
2023-07-26,ALFA,77.980668,78.754086,77.586037,77.971714,77.971714,2357302,technology,True
2023-07-27,ALFA,77.17497,78.006448,76.305101,77.221948,77.221948,2639522,technology,True
2023-07-28,ALFA,77.354796,78.024516,76.852299,77.263501,77.263501,902144,technology,True
2023-07-31,ALFA,77.102373,77.493991,76.358608,77.198754,77.198754,2781243,technology,True
2023-08-01,ALFA,77.632102,77.683541,76.929778,77.638291,77.638291,1469050,technology,True
2023-08-02,ALFA,77.906767,78.170664,77.07266,77.923962,77.923962,630460,technology,True
2023-08-03,ALFA,78.370942,78.502248,77.746431,78.170719,78.170719,669026,technology,True
2023-08-04,ALFA,78.180513,78.987243,77.379602,78.334689,78.334689,3302799,technology,True
2023-08-07,ALFA,78.251432,78.597611,77.117091,78.043397,78.043397,3425206,technology,True
2023-08-08,ALFA,77.823008,78.878409,77.053703,77.995389,77.995389,1314130,technology,True
2023-08-09,ALFA,77.560383,78.03267,77.478133,77.601354,77.601354,3566108,technology,True
2023-08-10,ALFA,77.983416,78.405659,77.274771,77.683002,77.683002,1267361,technology,True
2023-08-11,ALFA,78.18953,78.704838,77.292529,78.221041,78.221041,2323771,technology,True
2023-08-14,ALFA,77.903778,78.492223,77.777622,78.275756,78.275756,2688555,technology,True
2023-08-15,ALFA,78.160795,79.473567,77.838747,78.562549,78.562549,2960665,technology,True
2023-08-16,ALFA,79.477968,80.073159,78.583065,79.51841,79.51841,379156,technology,True
2023-08-17,ALFA,78.697083,78.989694,78.576213,78.648007,78.648007,3913780,technology,True
2023-08-18,ALFA,78.174738,78.886234,77.750324,78.118233,78.118233,1687490,technology,True
2023-08-21,ALFA,78.026339,78.925742,77.113046,77.948372,77.948372,1897167,technology,True
2023-08-22,ALFA,78.206493,78.613875,77.898458,78.061267,78.061267,1221273,technology,True
2023-08-23,ALFA,78.236592,78.96534,77.066063,77.912847,77.912847,1138980,technology,True
2023-08-24,ALFA,78.070599,78.371791,77.679685,77.902209,77.902209,1771244,technology,True
2023-08-25,ALFA,77.805563,77.897889,76.963415,77.798927,77.798927,2895549,technology,True
2023-08-28,ALFA,77.853096,78.255746,76.851436,77.711924,77.711924,427975,technology,True
2023-08-29,ALFA,77.255092,78.042377,77.002084,77.396252,77.396252,2613924,technology,True
2023-08-30,ALFA,77.332114,77.432347,76.717931,77.383054,77.383054,2052015,technology,True
2023-08-31,ALFA,76.498651,76.954895,75.626033,76.639254,76.639254,2876071,technology,True
2023-09-01,ALFA,76.937094,77.557036,76.661785,76.870578,76.870578,3340679,technology,True
2023-09-04,ALFA,76.759864,77.845719,76.694814,77.063984,77.063984,3280351,technology,True
2023-09-05,ALFA,76.810519,77.430981,76.121719,76.897338,76.897338,2879182,technology,True
2023-09-06,ALFA,76.8109,77.481461,76.027941,76.659063,76.659063,2312108,technology,True
2023-09-07,ALFA,77.556847,78.128524,77.007082,77.487161,77.487161,1811604,technology,True
2023-09-08,ALFA,78.048273,78.848444,77.739827,77.960151,77.960151,1059416,technology,True
2023-09-11,ALFA,77.200387,77.310792,76.649681,76.991661,76.991661,1094971,technology,True
2023-09-12,ALFA,76.377907,76.91524,75.718808,76.54448,76.54448,1419454,technology,True
2023-09-13,ALFA,76.473618,76.977662,75.578341,76.58751,76.58751,1866207,technology,True
2023-09-14,ALFA,76.388685,76.777559,76.037789,76.624095,76.624095,2640876,technology,True
2023-09-15,ALFA,76.487956,77.609956,76.107733,76.809483,76.809483,432143,technology,True
2023-09-18,ALFA,76.386193,76.746992,76.224371,76.290042,76.290042,3193053,technology,True
2023-09-19,ALFA,76.66843,77.226487,75.889175,76.759004,76.759004,1607976,technology,True
2023-09-20,ALFA,76.637655,76.985474,75.957311,76.579227,76.579227,2369748,technology,True
2023-09-21,ALFA,77.125696,77.851967,76.209876,77.268129,77.268129,2008981,technology,True
2023-09-22,ALFA,77.430373,77.950439,77.085803,77.747865,77.747865,1023126,technology,True
2023-09-25,ALFA,77.170782,77.225758,76.258567,77.073335,77.073335,3354758,technology,True
2023-09-26,ALFA,77.399914,78.159453,76.922496,77.47385,77.47385,1155849,technology,True
2023-09-27,ALFA,77.303437,78.168042,76.348942,77.103958,77.103958,2474382,technology,True
2023-09-28,ALFA,76.771909,77.426083,76.269798,76.530759,76.530759,3708729,technology,True
2023-09-29,ALFA,77.084954,77.978902,76.382647,77.212046,77.212046,3848969,technology,True
2023-10-02,ALFA,77.789759,77.909463,77.271458,77.628312,77.628312,1815919,technology,True
2023-10-03,ALFA,77.075737,78.131074,76.27483,77.337462,77.337462,3759869,technology,True
2023-10-04,ALFA,77.043765,77.492773,76.135054,77.15143,77.15143,820232,technology,True
2023-10-05,ALFA,77.002078,77.570053,76.078719,76.8314,76.8314,1757586,technology,True
2023-10-06,ALFA,77.469413,78.013338,77.10779,77.598509,77.598509,2354264,technology,True
2023-10-09,ALFA,77.613702,78.430639,76.770074,77.870523,77.870523,3698498,technology,True
2023-10-10,ALFA,77.358337,78.349118,77.00499,77.71515,77.71515,1332833,technology,True
2023-10-11,ALFA,77.376555,77.5867,77.141869,77.19914,77.19914,1120098,technology,True
2023-10-12,ALFA,77.283495,78.307814,76.420534,77.397987,77.397987,3432370,technology,True
2023-10-13,ALFA,76.675974,77.498755,76.483067,76.944077,76.944077,684835,technology,True
2023-10-16,ALFA,76.63055,76.953027,75.675692,76.394946,76.394946,503339,technology,True
2023-10-17,ALFA,76.385012,77.328076,75.617004,76.413916,76.413916,473214,technology,True
2023-10-18,ALFA,75.863554,76.899421,75.675317,76.002033,76.002033,2729162,technology,True
2023-10-19,ALFA,76.662769,77.017095,76.184629,76.772963,76.772963,3858665,technology,True
2023-10-20,ALFA,76.641645,77.319789,75.987442,76.274405,76.274405,3034338,technology,True
2023-10-23,ALFA,76.266143,76.565793,74.901142,75.795114,75.795114,2989357,technology,True
2023-10-24,ALFA,75.743583,76.318094,75.183773,75.950531,75.950531,3369074,technology,True
2023-10-25,ALFA,76.267043,76.442076,75.573893,76.137553,76.137553,3759714,technology,True
2023-10-26,ALFA,75.912726,76.284302,75.647202,75.704889,75.704889,2871784,technology,True
2023-10-27,ALFA,76.089051,76.170554,75.641456,75.922376,75.922376,3195348,technology,True
2023-10-30,ALFA,75.383468,76.404469,74.948216,75.668738,75.668738,812727,technology,True
2023-10-31,ALFA,75.979757,76.531823,75.742651,75.967256,75.967256,2692738,technology,True
2023-11-01,ALFA,75.405996,75.972554,75.335132,75.530541,75.530541,3341854,technology,True
2023-11-02,ALFA,75.839506,76.525825,75.049861,75.800325,75.800325,3604385,technology,True
2023-11-03,ALFA,75.955147,76.457065,75.507194,75.904215,75.904215,793911,technology,True
2023-11-06,ALFA,74.819156,76.268903,74.633363,75.508025,75.508025,910551,technology,True
2023-11-07,ALFA,76.778772,77.061839,76.056941,76.551909,76.551909,2769051,technology,True
2023-11-08,ALFA,77.011796,77.842797,76.778733,76.849966,76.849966,1305679,technology,True
2023-11-09,ALFA,77.147098,77.885825,76.634276,76.984885,76.984885,2656167,technology,True
2023-11-10,ALFA,76.807743,77.22953,76.618723,76.971341,76.971341,2175230,technology,True
2023-11-13,ALFA,77.285064,77.799549,76.85193,77.385378,77.385378,1307551,technology,True
2023-11-14,ALFA,76.988846,77.238613,76.668229,76.894561,76.894561,2523185,technology,True
2023-11-15,ALFA,76.849923,77.810899,76.319276,77.081739,77.081739,408919,technology,True
2023-11-16,ALFA,76.840288,77.331398,76.611996,77.127567,77.127567,3771969,technology,True
2023-11-17,ALFA,78.3947,79.288363,77.851056,78.261289,78.261289,1044043,technology,True
2023-11-20,ALFA,79.105747,79.150164,78.692766,78.995768,78.995768,2418218,technology,True
2023-11-21,ALFA,79.099933,79.932572,78.776744,78.989498,78.989498,374122,technology,True
2023-11-22,ALFA,79.331899,79.378856,78.575619,79.098225,79.098225,3634717,technology,True
2023-11-23,ALFA,78.689722,79.439987,78.44208,78.911297,78.911297,3303748,technology,True
2023-11-24,ALFA,78.78388,79.435623,78.478853,78.693901,78.693901,3173140,technology,True
2023-11-27,ALFA,78.765706,79.681652,78.263968,78.697074,78.697074,358821,technology,True
2023-11-28,ALFA,78.176205,79.123162,77.566046,78.373448,78.373448,3336841,technology,True
2023-11-29,ALFA,78.685477,79.246225,77.501009,78.434048,78.434048,2309657,technology,True
2023-11-30,ALFA,78.557724,78.753493,78.102073,78.528673,78.528673,2987274,technology,True
2023-12-01,ALFA,78.377485,78.98265,77.588821,78.73334,78.73334,2980318,technology,True
2023-12-04,ALFA,77.796112,78.680628,76.936653,77.975715,77.975715,2155897,technology,True
2023-12-05,ALFA,78.388773,78.612566,77.075242,78.011015,78.011015,1118026,technology,True
2023-12-06,ALFA,77.929502,78.136004,77.378842,78.004028,78.004028,2824108,technology,True
2023-12-07,ALFA,77.265055,78.247008,76.657908,77.4188,77.4188,791464,technology,True
2023-12-08,ALFA,77.505858,78.463679,77.066903,77.710464,77.710464,3419309,technology,True
2023-12-11,ALFA,78.017425,78.100187,77.558154,77.950962,77.950962,1415551,technology,True
2023-12-12,ALFA,77.519303,78.371018,76.714176,77.748093,77.748093,3227963,technology,True
2023-12-13,ALFA,78.36569,79.183955,77.902901,78.079916,78.079916,2253878,technology,True
2023-12-14,ALFA,77.486158,77.55081,77.137037,77.485003,77.485003,2463828,technology,True
2023-12-15,ALFA,77.444349,77.59202,77.051381,77.416438,77.416438,3118853,technology,True
2023-12-18,ALFA,77.691699,77.765759,77.035284,77.618105,77.618105,2139273,technology,True
2023-12-19,ALFA,76.80357,77.345856,76.680807,77.098074,77.098074,1716152,technology,True
2023-12-20,ALFA,76.936691,77.205742,76.140821,76.803446,76.803446,2812898,technology,True
2023-12-21,ALFA,77.80849,78.65506,76.789501,77.503063,77.503063,1224515,technology,True
2023-12-22,ALFA,77.614028,78.700474,77.21552,77.809231,77.809231,1418803,technology,True
2023-12-25,ALFA,78.496175,79.04832,77.721442,78.479597,78.479597,2586481,technology,True
2023-12-26,ALFA,77.825867,78.375113,77.141695,77.67034,77.67034,1992474,technology,True
2023-12-27,ALFA,77.779502,78.685991,77.1026,77.853271,77.853271,2247437,technology,True
2023-12-28,ALFA,78.815036,79.67733,78.272417,78.906382,78.906382,528193,technology,True
2023-12-29,ALFA,78.336109,78.576321,78.24544,78.341197,78.341197,2097848,technology,True
2024-01-01,ALFA,77.574874,78.24495,76.726575,77.63059,77.63059,1757409,technology,True
2024-01-02,ALFA,78.200593,78.245533,77.99703,78.171573,78.171573,524983,technology,True
2024-01-03,ALFA,78.956674,79.287202,78.518967,78.639454,78.639454,733518,technology,True
2024-01-04,ALFA,78.048295,78.767683,77.182611,78.202117,78.202117,2586702,technology,True
2024-01-05,ALFA,79.016448,79.923533,77.908589,78.796997,78.796997,505770,technology,True
2024-01-08,ALFA,78.683799,79.103494,78.088997,78.547641,78.547641,667367,technology,True
2024-01-09,ALFA,79.749045,79.834433,78.561938,79.47896,79.47896,1990321,technology,True
2024-01-10,ALFA,79.796742,80.42921,79.311275,79.683267,79.683267,1782396,technology,True
2024-01-11,ALFA,80.128929,80.496194,79.902055,80.168982,80.168982,1480624,technology,True
2024-01-12,ALFA,79.739727,80.320457,79.262458,79.920509,79.920509,1456724,technology,True
2024-01-15,ALFA,80.030052,80.669146,79.364651,80.211376,80.211376,1864782,technology,True
2024-01-16,ALFA,80.830958,81.61416,80.131049,80.487465,80.487465,3675461,technology,True
2024-01-17,ALFA,80.900976,81.400144,80.673101,81.201903,81.201903,1510508,technology,True
2024-01-18,ALFA,81.466245,82.478247,80.954612,81.604149,81.604149,2918297,technology,True
2024-01-19,ALFA,82.332573,82.71117,81.790964,82.359803,82.359803,746575,technology,True
2024-01-22,ALFA,82.055926,82.916365,81.084597,82.127567,82.127567,2501376,technology,True
2024-01-23,ALFA,83.309656,84.015504,82.174478,83.108494,83.108494,355966,technology,True
2024-01-24,ALFA,83.355363,83.91564,83.007541,83.182476,83.182476,1209108,technology,True
2024-01-25,ALFA,83.604744,84.032932,83.091694,83.532027,83.532027,1440921,technology,True
2024-01-26,ALFA,83.817016,84.409528,83.071621,83.693803,83.693803,3641963,technology,True
2024-01-29,ALFA,83.822006,84.182484,83.332331,83.590186,83.590186,3070333,technology,True
2024-01-30,ALFA,82.732766,83.76067,82.4699,83.270061,83.270061,501673,technology,True
2024-01-31,ALFA,82.513969,82.76821,82.165149,82.579101,82.579101,1380390,technology,True
2024-02-01,ALFA,82.929811,83.412279,82.097804,82.722062,82.722062,347474,technology,True
2024-02-02,ALFA,82.796004,83.136081,82.197303,82.375672,82.375672,1504696,technology,True
2024-02-05,ALFA,82.636814,83.246242,81.724564,82.839785,82.839785,1267442,technology,True
2024-02-06,ALFA,82.66147,83.213006,81.700576,82.763483,82.763483,682011,technology,True
2024-02-07,ALFA,82.72682,83.827356,82.322037,82.987325,82.987325,1994940,technology,True
2024-02-08,ALFA,84.321187,84.965187,83.388757,83.932804,83.932804,2484553,technology,True
2024-02-09,ALFA,82.926486,83.907031,82.537259,83.094788,83.094788,1168244,technology,True
2024-02-12,ALFA,82.458627,83.004897,81.562824,82.670482,82.670482,1516753,technology,True
2024-02-13,ALFA,83.558139,84.292745,83.410175,83.91425,83.91425,811930,technology,True
2024-02-14,ALFA,84.203905,84.899206,83.853523,84.103781,84.103781,2022636,technology,True
2024-02-15,ALFA,84.958843,85.400339,83.929046,84.839688,84.839688,3385327,technology,True
2024-02-16,ALFA,85.489213,86.08253,84.78688,85.578562,85.578562,1882685,technology,True
2024-02-19,ALFA,85.754534,86.171498,84.974627,85.786974,85.786974,660592,technology,True
2024-02-20,ALFA,85.303301,86.115497,84.438666,85.573971,85.573971,612395,technology,True
2024-02-21,ALFA,85.238825,86.535391,84.766294,85.518413,85.518413,639069,technology,True
2024-02-22,ALFA,85.484536,85.857567,84.418659,85.437928,85.437928,1866072,technology,True
2024-02-23,ALFA,85.6853,86.871161,85.323539,85.974722,85.974722,3623170,technology,True
2024-02-26,ALFA,85.80982,86.37983,85.401498,85.533446,85.533446,385269,technology,True
2024-02-27,ALFA,85.632178,86.059351,85.297502,85.671391,85.671391,3368910,technology,True
2024-02-28,ALFA,85.64717,86.472373,85.253,85.453542,85.453542,513703,technology,True
2024-02-29,ALFA,85.159606,85.983059,84.582326,85.326511,85.326511,2443701,technology,True
